company,label,n,min_tapeyear,max_tapeyear,words
THE VEDIX CORPORATION,,1,2002,2002,3
THE WALT CO.,,1,1991,1991,3
THE WEIGHTMAN GROUP,,1,2001,2001,3
"THE WORK, INC.",,1,2014,2014,3
THE ZONDERVAN CORP.,,1,1991,1991,3
THEATRICAL WAREHOUSE INC,,1,2008,2008,3
THELONIOUS MUSIC CORP.,,1,2020,2020,3
"THENEY, ET AL",,1,2019,2019,3
"THEOBALDS MUSIC, INC.",,1,1990,1990,3
THEODOR GEISEL AND,,1,1990,1990,3
THERAPEUTIC RESEARCH FACULTY,,1,2007,2007,3
THIN ICE MUSIC,,1,1990,1990,3
THIRD PLANET PUBLISH,,1,1996,1996,3
THIRD STORY MUSIC,,1,2004,2004,3
THOMAS A JACOBS,,1,1994,1994,3
THOMAS BROS. MAPS,,1,1997,1997,3
THOMAS D. SHOFF,,1,1994,1994,3
THOMAS DESIGN ASSOC,,1,2005,2005,3
THOMAS E FELDE,,1,1999,1999,3
THOMAS E HUGHES,,1,2000,2000,3
THOMAS JEFFERSON UNI,,1,1999,1999,3
THOMAS KINKADE COMPANY,,1,2008,2008,3
THOMAS N. DOTY,,1,1993,1993,3
THOMAS P. HOGAN,,1,1992,1992,3
THOMAS P.CLAWSON ADVER,,1,1989,1989,3
THOMAS PUBLISHING COMPANY,,1,2002,2002,3
THOMAS R. SAVIO,,1,1994,1994,3
THOMAS SULLIVAN AND,,1,1992,1992,3
"THOMAS, ET AL",,1,1998,1998,3
THOMPSON DENTAL CO,,1,1996,1996,3
THOMPSON OF CA,,1,1993,1993,3
THOMPSON PAPER BOX,,1,1998,1998,3
"THOMPSON, DOROTHY JEAN",,1,1990,1990,3
THOMSON LEARNING INC.,,1,2006,2006,3
THOMSON LEGAL PUBL.,,1,1994,1994,3
"THORNHILL, ET AL",,1,1992,1992,3
"THORNTON, ET AL",,1,2006,2006,3
THREE F PRODUCTIONS,,1,2005,2005,3
THREE LAKES DESIGN,,1,2019,2019,3
THREE STORY MUSIC,,1,1990,1990,3
THREE THREADS LLC,,1,2017,2017,3
THREE TREES ENTERTAI,,1,1996,1996,3
THRILLER MILLER MUSIC,,1,2008,2008,3
THRIXXX SOFTWARE GMBH,,1,2012,2012,3
THUGTORIOUS GS ACTIVECHUCKSS,,1,2020,2020,3
THURSDAY MUSIC CORP.,,1,2000,2000,3
THYSSENKRUPP ELEVATOR MANUFACT,,1,2005,2005,3
"TIARA INT'L., INC.",,1,1994,1994,3
TIBCO SOFTWARE INC.,,1,2020,2020,3
"TIBOR SARVAS, LTD.",,1,1994,1994,3
"TICONA POLYMERS, INC.",,1,2006,2006,3
"TIE SOLUTIONS, INC.",,1,2000,2000,3
TIERNEY LOUISE J,,1,1991,1991,3
"TIFFANY DESIGN, INC.",,1,2000,2000,3
"TIFFANY'S BOUTIQUE, CORP.",,1,2017,2017,3
"TIGER DIRECT, INC.",,1,2004,2004,3
"TIGERCANDY ARTS, INC.",,1,2012,2012,3
"TILMON-JONES, ET AL",,1,2012,2012,3
TIM SAFRANEK PHOTOGRAPHICS,,1,2011,2011,3
TIM VINING REAL,,1,2006,2006,3
"TIMBER BAY, INC.",,1,2001,2001,3
TIMBER TRUSS HOUSING,,1,1998,1998,3
TIMBERLANE HOMES INC,,1,1999,1999,3
TIMBERLINE SUP LTD,,1,1997,1997,3
"TIMBERPEG EAST, INC.",,1,1993,1993,3
"TIMBUKTU LABS, INC.",,1,2020,2020,3
TIME AMERICA INC,,1,2001,2001,3
TIME MIRROR CO,,1,1991,1991,3
TIME MIRROR COMPANY,,1,1991,1991,3
TIME WARNER CABLE,,1,2003,2003,3
TIME WARNER ENTERT,,1,1994,1994,3
"TIMELY PUBLICATIONS, INC.",,1,1990,1990,3
TIMES CONTENT LIMITED,,1,2017,2017,3
TIMMINS SOFTWARE CORPORATION,,1,2099,2099,3
TIN BOX COMPANY,,1,1998,1998,3
"TINA'S CREATION, INC.",,1,2007,2007,3
TINA'S CREATIONS INC,,1,2004,2004,3
TINAGLIA DESIGN GRP,,1,1997,1997,3
"TIPS EXPORTS, INC.",,1,2007,2007,3
"TIPSEY MCSTUMBLES, LLC",,1,2014,2014,3
TIRABASSI ET AL,,1,1990,1990,3
"TISI, ET AL",,1,2000,2000,3
TITAN CUSTOM HOMES,,1,2001,2001,3
"TITAN INTERNATIONAL, INC.",,1,2005,2005,3
"TITLE ACCESS, INC.",,1,1990,1990,3
TITUS TURNER SONGS,,1,2005,2005,3
"TIVOLI ASSOCIATES, INC.",,1,2009,2009,3
TJ SOFT INC,,1,2008,2008,3
"TJEKNAVORIAN, ET AL",,1,2015,2015,3
TM CENTURY INC,,1,1999,1999,3
TMI SYSTEMS DESIGN,,1,2000,2000,3
TMW SYSTEMS INC,,1,1999,1999,3
"TNG WORLDWIDE, INC.",,1,2020,2020,3
TNT SKYPAK INC,,1,1990,1990,3
"TODAY'S IMAGE, INC.",,1,1994,1994,3
TODD JOHNSTON HOMES,,1,1995,1995,3
TODD MERRITT HAIMAN,,1,1994,1994,3
"TODD, ET AL",,1,1993,1993,3
"TOLIVER, PAULA KANDACE",,1,2001,2001,3
"TOLKIEN, ET AL",,1,2003,2003,3
"TOLL BROTHERS, INC.",,1,1993,1993,3
"TOM GUIDERA, III",,1,1992,1992,3
TOM TORRENS SCULP,,1,2001,2001,3
TOM VAN SANT,,1,2003,2003,3
TOM'S #18 LLC,,1,2003,2003,3
"TOMA ENTERPRISES, INC.",,1,1990,1990,3
TOMATO MUSIC WORKS,,1,2004,2004,3
TOMATOES EXTRAORDINAIRE INC.,,1,2014,2014,3
"TOMATOES EXTRAORDINAIRE, INC.",,1,2016,2016,3
TOMCAT FILMS LLC,,1,2013,2013,3
TOMCOH COMMERCE INC.,,1,2020,2020,3
"TOMSIK PHOTOGRAPHY, LLC",,1,2016,2016,3
"TOMSON BURNHAM, LLC",,1,2011,2011,3
"TONY LUDOVICO, LLC.",,1,2016,2016,3
TONY TONI ETL,,1,1991,1991,3
"TOOKER, ET AL",,1,2016,2016,3
TOP PRODUCER SYSTEMS,,1,1997,1997,3
"TOPCARE PRODUCTS, INC.",,1,2009,2009,3
TOPLESS ACADEMY INC,,1,2003,2003,3
"TOPPAN INTERAMERICA, INC.",,1,2021,2021,3
"TORI RICHARD, LTD.",,1,2003,2003,3
"TORO COMPANY, THE",,1,2015,2015,3
TOTAL MANAGEMENT INC,,1,1999,1999,3
TOTALLY CHOCOLATE INC,,1,2005,2005,3
TOUCH NETWORKS INC,,1,2008,2008,3
TOUCHDOWN PROD LTD,,1,2002,2002,3
"TOUCHPOINT COMMUNICATIONS, LLC",,1,2016,2016,3
"TOUCHSTONE, ET AL",,1,1999,1999,3
TOUGH BAGS LLC,,1,2016,2016,3
TOUR IMAGE INC,,1,1997,1997,3
TOURMAP COMPANY INC,,1,2000,2000,3
TOWER COMPUTER SVC,,1,1995,1995,3
"TOWER, ET AL",,1,2019,2019,3
TOWN CNTRY CEDAR,,1,2003,2003,3
"TPI PLASTICS, INC.",,1,1996,1996,3
TPRS PUBLISHING INCORPORATED,,1,2017,2017,3
TRAC SYSTEMS CALIF.,,1,1989,1989,3
"TRACFONE WIRELESS, INC.",,1,2008,2008,3
TRACKERJACK PTY LTD,,1,1995,1995,3
TRADE ASSOCIATES INC,,1,1996,1996,3
"TRADE LINES, INC.",,1,2012,2012,3
TRADE MEDIA HOLDINGS,,1,2000,2000,3
TRADE WEST INC.,,1,2002,2002,3
TRADE WEST INCORPORATED,,1,2018,2018,3
"TRADING ENTERPRISES, INC.",,1,1991,1991,3
"TRAENKLE, ET AL",,1,2003,2003,3
"TRAHAN, MERLIN J",,1,1990,1990,3
TRAMOS INTERNATIONAL N.V.,,1,2017,2017,3
TRANCAS INT'L FILMS,,1,1999,1999,3
TRANS CONT PICTURES,,1,2004,2004,3
"TRANSACTION SOFTWARE, INC.",,1,1997,1997,3
"TRANSCEND TECHNOLOGIES GROUP,",,1,2016,2016,3
"TRANSDIGITAL SOLUTIONS, INC.",,1,2005,2005,3
TRANSFAR INTL INC,,1,1999,1999,3
TRANSGLOBAL COMMUNICATIONS GRO,,1,2009,2009,3
"TRANSTAR INDUSTRIES, INC.",,1,1993,1993,3
TRANSWESTERN PUB CO,,1,1996,1996,3
TRANZACT SYST LTD,,1,2000,2000,3
"TRAYLOR, ET AL",,1,2018,2018,3
"TRB DESIGN, INC.",,1,2015,2015,3
TRC ACQUISITION CO.,,1,1993,1993,3
TRE MILANO LLC,,1,2010,2010,3
"TREADWAY GALLERY, INC.",,1,2099,2099,3
TREASURES & TRINKETS,,1,1996,1996,3
"TREISMAN, ET AL",,1,1997,1997,3
TREK LEASING INC,,1,2003,2003,3
"TREMONTI/STAPP MUSIC, INC.",,1,2011,2011,3
TREND TOOLING LA,,1,2005,2005,3
TRENDESIGN TEXTILES INC,,1,2010,2010,3
"TRENDTEX FABRICS, LT",,1,2005,2005,3
TRENDY CONTINUE INC,,1,2014,2014,3
TRESONA MULTIMEDIA LLC,,1,2016,2016,3
"TRESONA MULTIMEDIA, LLC",,1,2017,2017,3
"TREVA COMMUNICATIONS, INC",,1,1993,1993,3
TREVONE PROD INC,,1,1993,1993,3
"TRF MUSIC, INC.",,1,2006,2006,3
TRI POINT MEDIA,,1,2007,2007,3
"TRI SCAN INC.,",,1,1992,1992,3
TRI-ENERGY PROD INC,,1,1992,1992,3
"TRI-ENERGY PRODUCTIONS, INC.",,1,1992,1992,3
TRI-STAR ELEC INTL,,1,2002,2002,3
TRI-STAR PICTURES INC,,1,1990,1990,3
"TRI-STAR PICTURES, INC.,",,1,1991,1991,3
TRIAD COMMUN INC,,1,1997,1997,3
TRIAD RESEARCH INC,,1,1999,1999,3
TRIAD SYSTEMS CORP,,1,1991,1991,3
TRIAD SYSTEMS CORP.,,1,2000,2000,3
"TRIANGLE RESIDENTIAL DESIGNS,",,1,2007,2007,3
TRIANGLE TECH. SERV.,,1,2003,2003,3
"TRIATIK, ET AL",,1,2001,2001,3
TRICOTS ST. RAFAEL,,1,1995,1995,3
"TRIDENT MICROSYSTEMS, INC",,1,1992,1992,3
"TRIDENT SERVICES, INC.,",,1,2007,2007,3
TRIFUS NA LLC,,1,2003,2003,3
TRIKON DSGN INC,,1,1998,1998,3
TRILOGIQ S A,,1,2003,2003,3
"TRINITY GLASS INTERNATIOINALL,",,1,2009,2009,3
TRINITY IND INC,,1,1999,1999,3
TRIPLE A STUDENT,,1,1993,1993,3
"TRIPLE CANOPY, INC.",,1,2013,2013,3
TRIPLE UP LIMITED,,1,2017,2017,3
TRIPLE X ENTER,,1,1998,1998,3
TRISTAR PICTURES INC,,1,1995,1995,3
TRISTAR PRODUCTS INC.,,1,2010,2010,3
"TRISTAR PRODUCTS, INC.",,1,2011,2011,3
"TRITON COMMERCE, LLC",,1,2019,2019,3
TRIZETTO GRP INC,,1,2003,2003,3
TROL MATION INC,,1,1991,1991,3
TROMA ENTERTAINMENT INC,,1,2005,2005,3
"TROMA ENTERTAINMENT, INC,",,1,2007,2007,3
"TROPHY DEPOT, INC.",,1,2010,2010,3
"TROSTLE, ET AL",,1,1992,1992,3
TROUSSEAU MONOGRAM CORP,,1,1991,1991,3
"TROUTMAN, ET AL",,1,1994,1994,3
"TROY, ET AL",,1,2015,2015,3
"TRUBOW, ET AL",,1,2020,2020,3
"TRUCORE ASSOCIATES, LTD",,1,2009,2009,3
TRUE COMMUNICATION INC.,,1,2003,2003,3
TRUE NORTH ACADEMY,,1,2007,2007,3
TRUE SILVER CORPORATION,,1,2008,2008,3
"TRUEBLOOD, ET AL",,1,1998,1998,3
"TRUELL, ET AL",,1,2001,2001,3
"TRUESDELL, ET AL",,1,1995,1995,3
TRUSTWAY HOMES INC,,1,2004,2004,3
"TRUTH TECHNOLOGIES, INC.",,1,2018,2018,3
"TS PRODUCTION, LLC",,1,2008,2008,3
"TSI GLOBALCOM, INC",,1,2002,2002,3
TSI INTL SOFTWARE,,1,2002,2002,3
"TSR 3000, INC.",,1,2005,2005,3
TU TU SONGS,,1,1990,1990,3
"TU'S INTERNATIONAL, L.L.C.",,1,2005,2005,3
"TU, ET AL",,1,2009,2009,3
TUCKASEIGEE PUB CO,,1,1989,1989,3
"TUCKER, ET AL",,1,1998,1998,3
TUFENKIAN IMPORT EXP,,1,2002,2002,3
"TULLIS, ET AL",,1,2017,2017,3
"TULSA KIDS, INC.",,1,1989,1989,3
TUNES ET AL,,1,1991,1991,3
"TUOMELA, ET AL",,1,1993,1993,3
TURKISH TRADING CO.,,1,1999,1999,3
TURNER ENTERTAINMENT COMPANY,,1,2007,2007,3
"TURNER ENVIROLOGIC, INC",,1,2014,2014,3
"TURNPIKE, ET AL",,1,1994,1994,3
TWELVE TEN STUDIOS,,1,2004,2004,3
TWENTIETH CEN FOX,,1,1988,1988,3
TWO PEPPER MUSIC,,1,1998,1998,3
"TWO'S COMPANY, INC",,1,2015,2015,3
"TY'S TEES, LLC",,1,2019,2019,3
TYGER MANUFACTURING LLC,,1,2020,2020,3
"TYLER TECHNOLOGIES, INC.",,1,2014,2014,3
"TYRRELL, ET AL",,1,2020,2020,3
TYSCOT RECORDS INC,,1,1992,1992,3
TYT EAST CORP.,,1,2007,2007,3
"U&I IMPORT, INC.",,1,2001,2001,3
"U.S INTERACTIVE, INC",,1,2009,2009,3
"U.S. ART, INC.",,1,2002,2002,3
"U.S. DEBTNET, INC.",,1,2002,2002,3
U.S. HOME CORPORATION,,1,2009,2009,3
U.S. SPECIAL OPER.,,1,2003,2003,3
"U.S.A. PELICAN, INC.",,1,2005,2005,3
"U2 HOME ENTERTAINMENT,INC.,",,1,2008,2008,3
"U3 UNIX TRAINING,INC",,1,1996,1996,3
UAB GAME INSIGHT,,1,2020,2020,3
UAI TECHNOLOGY INC,,1,1989,1989,3
UAW-CHRYSLER NATIONAL TRAINING,,1,2009,2009,3
UBIQUITY RECORDINGS INC,,1,2006,2006,3
UCHIDA OF AMERICA,,1,2003,2003,3
UDATA NET CORP,,1,2004,2004,3
"UE ENTERPRISES, INC.",,1,2004,2004,3
UFN TEXTILE GROUP,,1,2004,2004,3
UGC RIGHTS LIMITED,,1,2002,2002,3
UHLIG COMMUN INC,,1,1998,1998,3
"UIRC-GSA HOLDINGS, LLC",,1,2099,2099,3
UITGEVERIJ JORRIT B.V.,,1,1998,1998,3
"ULMA FORWORKS, INC.",,1,2000,2000,3
ULTIMATE DATA SYS,,1,1994,1994,3
ULTIMATE FIGHTING PRODUCTIONS,,1,2007,2007,3
ULTIMATE MFG INC,,1,1992,1992,3
"ULTRA RECORDS, LLC",,1,2017,2017,3
"ULTRACAR INSURANCE, LLC",,1,2015,2015,3
"UMG RECORDING, INCORPORATED",,1,2007,2007,3
"UMG RECORDINGS, INC.,",,1,2007,2007,3
UMI COLLECTIONS INC.,,1,1991,1991,3
UN ENTER CORP,,1,1991,1991,3
UN FEAATURE SNBDU,,1,1989,1989,3
UNAMI MUSIC ETAL,,1,1988,1988,3
"UNDER ARMOUR, INC.",,1,2015,2015,3
"UNDER COVER, INC.",,1,2006,2006,3
UNDERWRAPS COSTUME CORPORATION,,1,2017,2017,3
"UNGAR, ET AL",,1,2012,2012,3
"UNGER, ET AL",,1,2014,2014,3
"UNI-SOURCE 2000, INC",,1,1999,1999,3
"UNICHAPPELL MUSIC, INC.,",,1,2016,2016,3
"UNICITY MUSIC, INC.",,1,1993,1993,3
UNIDISC MUSIC INC.,,1,2015,2015,3
"UNIDISC MUSIC, INC.",,1,2020,2020,3
UNIDYNE DIR MAIL,,1,1988,1988,3
UNIDYNE DIRECT MAIL,,1,1988,1988,3
UNIFIED PRECIOUS MTL,,1,2000,2000,3
UNION CARBIDE CORP.,,1,2000,2000,3
"UNION HOSPITAL, INC.",,1,2014,2014,3
UNION OIL CO,,1,1988,1988,3
"UNIPRESS SOFTWARE, I",,1,2004,2004,3
UNIPRISE SYSTEMS INC,,1,1999,1999,3
UNIQUE MEDIA INC,,1,1998,1998,3
"UNITE EUROTHERAPY, INC.",,1,2013,2013,3
UNITED ARTISTS CORPORATION,,1,2005,2005,3
UNITED AUTOCOMP COMP,,1,2005,2005,3
UNITED CUTLERY CORP,,1,2001,2001,3
UNITED DESIGN CORP,,1,2001,2001,3
UNITED DESIGN CORPORATION,,1,2005,2005,3
UNITED ENTERTAINMENT CORP.,,1,1991,1991,3
UNITED FEATURE SYN,,1,1988,1988,3
UNITED FEATURE SYND,,1,1989,1989,3
UNITED FILM CORP,,1,1989,1989,3
UNITED FIRST FINANCIAL,,1,2012,2012,3
"UNITED IMPORTS, INC.",,1,1999,1999,3
UNITED LOTUS GROUP,,1,2004,2004,3
UNITED MEDIA ENTERTAINMENT,,1,1990,1990,3
UNITED METERING INC,,1,1993,1993,3
UNITED STUDIOS SELF,,1,2004,2004,3
UNITED TELEPHONE CO.,,1,1988,1988,3
UNIV HLTH SCIENCES,,1,2001,2001,3
"UNIVERSAL BUILD, INC",,1,2006,2006,3
UNIVERSAL CITY STUDI,,1,1994,1994,3
"UNIVERSAL CITY STUDIOS,INC.",,1,1989,1989,3
UNIVERSAL COMPUTER T,,1,1995,1995,3
UNIVERSAL CTY LLLP,,1,2004,2004,3
UNIVERSAL FURN. INT.,,1,2004,2004,3
UNIVERSAL FURN. INTL,,1,2005,2005,3
UNIVERSAL MAP ENT,,1,1998,1998,3
UNIVERSAL POLYGRAM INTERNATION,,1,2010,2010,3
UNIVERSAL PRESS SYND,,1,1992,1992,3
UNIVERSAL SEWING SUP,,1,1992,1992,3
UNIVERSAL STEEL BUIL,,1,2006,2006,3
"UNIVERSAL-POLYGRAM, ET AL",,1,2005,2005,3
UNIVERSITY OF FLORIDA,,1,1994,1994,3
UNIVERSITY OF OKLAHOMA,,1,1993,1993,3
UNIVERSL COMPUTING CORP.,,1,1988,1988,3
"UNLIMITED AVENUES, INC",,1,2021,2021,3
UNREEL COMMUN INC,,1,2005,2005,3
"UNTRACHT INTL., INC.",,1,2003,2003,3
UPAM MUSIC CO.,,1,1996,1996,3
UPFALL MUSIC ETAL,,1,1988,1988,3
"UPJOHN COMPANY, THE",,1,1991,1991,3
UPPER DECK CO,,1,1991,1991,3
"URBAN ACCESSORIES, INC.",,1,2016,2016,3
URBAN ENVIROMENTS LLC,,1,2005,2005,3
"URBAN ONE, INC.",,1,2018,2018,3
"URBAN OUTFITTERS, INC.",,1,2013,2013,3
URBAN TEXTILE INC.,,1,2017,2017,3
URICO TRADING CORP.,,1,1996,1996,3
"US AIRWAYS, INC.",,1,2008,2008,3
US BRASS CORP,,1,1999,1999,3
US COACH INC,,1,1998,1998,3
US DIAGNOSTIC INC,,1,1997,1997,3
"US FIDELIS, INC",,1,2010,2010,3
US HOME CORPORATION,,1,1996,1996,3
US HOMES CORPORATION,,1,1997,1997,3
US INTERACTIVE INC,,1,2000,2000,3
US POLYMERS INC,,1,2006,2006,3
US SOFTWARE CORP,,1,1999,1999,3
US TELEVISION OFFICE,,1,1999,1999,3
"USA HOCKEY, INC.",,1,1998,1998,3
"USA MEDICAL, LLC",,1,2009,2009,3
"USA STATS, INC.",,1,1992,1992,3
"USAR SYSTEMS, INC.",,1,1995,1995,3
"USREY, ET AL",,1,2014,2014,3
UTAH FEDERAL SERVICE,,1,1999,1999,3
UTAH STATE UNIVERSITY,,1,2016,2016,3
"UTILITY SCIENCES, LLC",,1,2006,2006,3
UTILITY VAULT CO.,,1,1993,1993,3
UTOPIA ENTER INC,,1,2008,2008,3
"V., ET AL",,1,2009,2009,3
V.D. REALIZATION INC.,,1,2016,2016,3
"V.D. REALIZATION, INC.",,1,2016,2016,3
VACATION HOTLINE INC,,1,2000,2000,3
"VAFAEI, ET AL",,1,1998,1998,3
VAL-PAK DIRECT MARKE,,1,2004,2004,3
"VALENTIN, ET AL",,1,2008,2008,3
"VALID EVALUATION, INC.",,1,2017,2017,3
"VALLEY BEEF, LLC",,1,2017,2017,3
VALLEY ENTERTAINMENT INC.,,1,2010,2010,3
"VALOR COMMUNICATION, INC.",,1,2008,2008,3
VAN CORT INSTRUMENTS,,1,1990,1990,3
VAN DER ZEE,,1,2006,2006,3
"VAN HALEN MUSIC,",,1,1990,1990,3
"VAN MAR, INC.",,1,2001,2001,3
"VANADORE, W. LESTER",,1,1994,1994,3
"VANAUKEN, ET AL",,1,2017,2017,3
"VANDALS, ET AL",,1,2003,2003,3
"VANDENLANGENBERG, ET AL",,1,1994,1994,3
VANDER MUSIC INC.,,1,2011,2011,3
"VANDERLAAN, ET AL",,1,2020,2020,3
"VANDYKE, ET AL",,1,2013,2013,3
VANESSA MUSIC CORP.,,1,1997,1997,3
VARRYWHITE MUSIC ETL,,1,1993,1993,3
"VARSITY BRANDS, INC.",,1,2005,2005,3
VAXA INTL INC,,1,1992,1992,3
"VBULLETIN SOLUTIONS, INC.",,1,2013,2013,3
VCX LTD INC,,1,2011,2011,3
"VEATCH, ET AL",,1,2018,2018,3
"VEIT, ET AL",,1,1998,1998,3
"VELASQUEZ, ET AL",,1,2013,2013,3
"VELAZQUEZ-RIVERA, ET AL",,1,2004,2004,3
"VENCIE PI, LLC",,1,2018,2018,3
"VENTOLA, ET AL",,1,2000,2000,3
"VENTURE PRODUCTS, L.L.C.",,1,2014,2014,3
"VENTURE STORES, INC.",,1,1997,1997,3
"VENUS MANAGEMENT, INC.,",,1,2005,2005,3
"VEOH NETWORKS, INC.",,1,2008,2008,3
VERA BRADLEY DESIGNS,,1,2004,2004,3
VERA LICENSING INC,,1,1988,1988,3
"VERCHER, ET AL",,1,2010,2010,3
"VERILYTE GOLD, INC.",,1,1990,1990,3
VERITAS SOFTWARE CORPORATION,,1,2003,2003,3
VEROTIX SYST INC,,1,2003,2003,3
"VERRET GROUP, LLC",,1,2099,2099,3
"VERSATA SOFTWARE, INC.",,1,2009,2009,3
VERTEK OIS CORP,,1,1993,1993,3
VERTEX INTERNATIONAL INC,,1,2012,2012,3
"VETTER, ET AL",,1,2019,2019,3
"VIABLE SOLUTIONS, LLC",,1,2011,2011,3
VIACOM INT'L. INC.,,1,2001,2001,3
"VIACOM INTERNATIONAL, INC",,1,2019,2019,3
"VIACOM INTERNATIONAL, INC.",,1,2010,2010,3
VIALUNA TECHNOLOGY INC,,1,2011,2011,3
VIANIX DELAWARE LLC,,1,2099,2099,3
VICEROY HOMNES LTD,,1,1990,1990,3
VICKERY DESIGN INC,,1,2000,2000,3
VICTOR MIDLAND INC,,1,2000,2000,3
VICTOR N TAYLOR,,1,2002,2002,3
"VICTOR STANLEY, INC.",,1,2012,2012,3
VICTORIA & RICHARD,,1,1997,1997,3
"VICTORY RECORDS, INC.",,1,2017,2017,3
VIDEO BLISS INC,,1,2007,2007,3
"VIDEO CLARITY, INC.",,1,2011,2011,3
VIDEO COMMUNICATIONS ETAL,,1,1990,1990,3
"VIDEO ORDNANCE, INC.",,1,1995,1995,3
VIDEO PROFESSOR IND,,1,1997,1997,3
VIDEO PROJECTS INC,,1,1997,1997,3
VIDEO SOUND INC,,1,2002,2002,3
VIDEO SOUND INC.,,1,2004,2004,3
VIDEO TREAS INC,,1,1995,1995,3
VIDEO TRIP CORP,,1,1990,1990,3
VIDEO VIEWS COPYRIGH,,1,1991,1991,3
"VIDEO VIEWS, INC.",,1,2002,2002,3
VIDEO VINES INC,,1,1989,1989,3
"VIDEO VISIONS, INC.",,1,2013,2013,3
"VIDEO-CINEMA FILMS, INC.",,1,2007,2007,3
VIENNA SAUSAGE MFG,,1,1997,1997,3
VIETNAM INTERNATL VIDEO,,1,1988,1988,3
VIKING OFFICE PROD,,1,1992,1992,3
VIKON INTERNATIONAL INC,,1,2009,2009,3
"VIKON INTERNATIONAL, INC.",,1,2009,2009,3
VILA DEL CORRAL,,1,2005,2005,3
VILLA SANTA MARIA,,1,2006,2006,3
"VILLALOBOS, ET AL",,1,2020,2020,3
"VILLARREAL, ET AL",,1,2017,2017,3
VILLEROY & BOCH,,1,1988,1988,3
VINCENT K. TYLOR,,1,2014,2014,3
"VINCENT, ET AL",,1,2006,2006,3
VINEYARD ENTERTAINMENT LLC,,1,2013,2013,3
VINTAGE VERANDAH INC,,1,2007,2007,3
VINTERTAINMENT PUBLISHING AND,,1,1991,1991,3
"VINYL SERVICES, INC.",,1,1999,1999,3
VIOLENT LIPS LLC,,1,2013,2013,3
VIP PRODUCTS LLC,,1,2010,2010,3
VIRGIN MUSIC INC.,,1,1991,1991,3
"VIRGIN MUSIC, INC.",,1,1991,1991,3
"VIRGIN MUSIC, INC.,",,1,1988,1988,3
"VIRGIN TRADERS, INC.",,1,2005,2005,3
"VIRGINIA BEACH, MUSIC",,1,2006,2006,3
"VIRGO III, LTD.",,1,2005,2005,3
"VIRTUAL MARILYN, LLC",,1,2015,2015,3
"VIRTUE, ET AL",,1,1995,1995,3
"VISION AUDIO, INC.",,1,2015,2015,3
VISION INFO SVC,,1,2002,2002,3
VISION PERFECT SOFTWARE,,1,2011,2011,3
"VISION SOFTWARE, INC",,1,1996,1996,3
VISION SYSTEMS INC,,1,1990,1990,3
"VISIONNET, ET AL",,1,2000,2000,3
VISIONSOFT CONSULTING INC.,,1,2020,2020,3
"VISTA MARKETING, INC",,1,2006,2006,3
"VISTA MARKETING, INC.",,1,2005,2005,3
VISTAR TECHNOLOGIES CORP.,,1,2011,2011,3
VISUAL ARTS ENT,,1,1998,1998,3
"VISUAL COMMUNICATIONS, INC.",,1,2015,2015,3
VISUAL EFFECTS CORP.,,1,1996,1996,3
"VITAL PHARMACEUTICALS, INC.",,1,2020,2020,3
VITAL PROCESSING SVC,,1,2003,2003,3
VITAL PROTEINS LLC,,1,2019,2019,3
VIV COLLECTION INC,,1,2018,2018,3
VIVID ENTERTAINMENT LLC,,1,2009,2009,3
"VIVID ENTERTAINMENT, LLC",,1,2011,2011,3
VMG SALSOUL INC,,1,2014,2014,3
"VOCAL TECHNOLOGIES, LTD.",,1,2014,2014,3
"VOGEL, ET AL",,1,2014,2014,3
VOID SOLUTIONS INC,,1,1999,1999,3
"VOLPE INDUSTRIES, INC.",,1,2011,2011,3
VON DER AU,,1,2099,2099,3
"VONDRACEK, WILLIAM F.",,1,1991,1991,3
"VONDRACEK, WILLIAMS F.",,1,1991,1991,3
"VORMITTAG, ET AL",,1,1995,1995,3
"VR TOOLBOX, INC.",,1,1999,1999,3
"VSA DESIGNS, INC.",,1,2013,2013,3
VTG MUSIC INC,,1,2001,2001,3
VULCAN SUPPLY CORP.,,1,2008,2008,3
"VULICH, ET AL",,1,1992,1992,3
W CARTER CO,,1,1988,1988,3
W MORROW CO,,1,1988,1988,3
W. D. FARMER,,1,2005,2005,3
W. PA. CONSERVANCY,,1,1994,1994,3
W.B. MUSIC CORP.,,1,1997,1997,3
W.C. BRADLEY CO.,,1,1999,1999,3
W.D. ARMSTRONG CORP,,1,2007,2007,3
W.H. PORTER INC,,1,2002,2002,3
W.M. FOLEY CONSTRUCT,,1,1996,1996,3
W.S. JOHNSTON MARKET,,1,1992,1992,3
"WACHOLDER, ET AL",,1,1995,1995,3
"WACKENHUT SERVICES, INC.",,1,2010,2010,3
"WADE, ET AL",,1,1993,1993,3
"WAF HOMES, INC.",,1,1996,1996,3
"WAGER, ET AL",,1,2013,2013,3
"WAGLER HOMES, INC.",,1,1999,1999,3
"WAITE, ET AL",,1,2099,2099,3
WAKELY ASSOC MT,,1,1995,1995,3
"WAL-MART STORES, INC",,1,1999,1999,3
"WALEWSKI, ET AL",,1,2014,2014,3
WALL DATA INC,,1,2003,2003,3
WALL STREET ANALYTIC,,1,1999,1999,3
WALLACE COMPUTER SVC,,1,1993,1993,3
"WALLACH, ET AL",,1,1999,1999,3
WALNUT CREEK CDROM,,1,1997,1997,3
WALSH & ASSOCIATES,,1,1999,1999,3
